Name,Team,Pos,JNo,Wgt,Agl,Spd,OfA,DfA,ShP,ChK,H/F,StH,ShA,End,Rgh,Pas,Agr
Bobby Smith,BRW,F,15,9,3,4,5,3,4,3,1,9,4,3,3,4,3
Kelly Kisio,BRW,F,12,6,3,5,3,5,3,3,0,9,4,3,0,3,3
Peter Zezel,BRW,F,9,9,3,4,4,3,3,3,1,12,3,4,1,4,1
Bernie Federko,BRW,F,24,7,3,4,4,2,4,3,1,12,3,3,0,5,1
Joe Sakic,BRW,F,88,6,3,4,4,3,4,2,1,9,4,4,2,4,2
John Cullen,BRW,F,11,7,4,3,4,3,3,2,0,9,4,4,1,4,3
Dave Ellett,BRW,D,2,9,4,4,3,5,5,4,1,12,2,3,2,3,2
Dave Babych,BRW,D,44,10,4,3,3,4,4,4,1,9,4,4,2,3,4
Kevin Hatcher,BRW,D,4,12,2,3,4,5,5,4,0,6,3,5,4,4,3
Moe Mantha,BRW,D,8,7,5,4,3,4,3,2,0,6,3,3,0,3,0
Steve Larmer,BNX,F,28,6,4,3,3,4,4,4,1,12,4,3,3,5,3
Rick Tocchet,BNX,F,22,9,3,3,4,4,4,3,0,12,4,4,1,4,4
Mike Gartner,BNX,F,11,7,4,5,3,3,3,2,0,12,3,4,4,4,2
Brent Sutter,BNX,F,21,6,3,3,4,4,3,4,0,12,2,3,1,4,3
Craig MacTavish,BNX,F,14,7,4,3,3,2,3,4,1,12,3,4,2,4,3
Adam Graves,BNX,F,12,6,3,4,3,2,2,3,1,9,2,4,5,3,4
Zarley Zalapski,BNX,D,33,10,4,4,3,4,4,4,1,9,2,5,1,3,3
Tomas Jonsson,BNX,D,23,4,3,4,3,5,2,4,1,9,4,2,2,3,0
Reed Larson,BNX,D,28,7,4,4,2,5,3,3,0,6,4,5,2,4,2
Grant Ledyard,BNX,D,3,9,3,4,2,4,4,4,1,9,4,1,3,3,3
Luc Robitaille,BRM,F,20,7,5,5,4,3,4,2,1,9,4,4,2,4,3
Gerard Gallant,BRM,F,17,6,4,3,4,4,3,4,1,12,4,3,1,4,4
Doug Gilmour,BRM,F,39,4,4,4,4,3,4,3,1,12,4,3,2,3,3
Pelle Eklund,BRM,F,9,5,3,4,5,3,3,3,1,6,4,4,0,5,1
Mike Foligno,BRM,F,18,8,3,4,4,3,3,3,0,9,3,3,5,4,3
Mark Hunter,BRM,F,22,7,4,3,3,2,2,4,0,6,4,5,4,4,4
Tom Kurvers,BRM,D,5,8,4,4,4,5,4,2,1,15,3,4,1,3,2
Jim Johnson,BRM,D,6,7,2,3,3,5,3,2,1,12,2,5,1,4,3
Gary Nylund,BRM,D,36,8,4,2,3,4,4,5,1,9,2,3,0,3,5
Craig Wolanin,BRM,D,7,9,3,2,3,5,3,3,1,9,5,1,1,3,4
Bernie Nicholls,COR,F,9,6,5,4,5,5,4,2,0,15,5,3,0,4,3
Mike Ridley,COR,F,17,9,4,4,4,3,4,2,1,12,4,4,0,5,2
Pat LaFontaine,COR,F,16,5,5,4,3,2,4,3,0,12,5,3,0,4,2
Peter Stastny,COR,F,26,7,4,5,4,3,4,2,1,9,4,4,0,4,1
Geoff Courtnall,COR,F,14,6,3,5,4,3,4,2,1,12,4,3,4,3,4
Michel Goulet,COR,F,16,6,5,4,3,4,3,2,1,12,3,3,3,3,2
J.J. Daigneault,COR,D,48,6,4,4,2,4,4,3,1,9,3,4,4,2,2
Teppo Numminen,COR,D,27,7,4,3,3,4,4,3,0,9,2,4,1,3,2
Sylvain Cote,COR,D,21,6,3,3,4,3,3,3,0,12,2,3,4,3,2
Chris Dahlquist,COR,D,4,8,4,4,2,3,4,2,1,6,3,4,5,2,3
Jari Kurri,COW,F,17,6,4,5,4,3,4,2,0,12,5,5,1,4,0
Kirk Muller,COW,F,9,9,4,4,4,3,4,3,1,12,3,3,1,3,3
Pierre Turgeon,COW,F,77,9,5,4,4,3,4,2,1,12,4,3,1,3,1
Dave Andreychuk,COW,F,25,10,3,3,3,4,4,4,0,9,3,4,4,4,2
Dave Poulin,COW,F,20,7,4,3,3,4,3,4,1,6,3,3,1,4,2
Theoren Fleury,COW,F,14,5,3,4,4,3,3,3,0,9,2,3,1,3,4
Al MacInnis,COW,D,2,9,5,4,4,5,6,4,0,12,3,2,4,4,0
Doug Bodger,COW,D,8,10,4,3,4,4,5,3,1,12,3,3,1,3,3
Steve Chiasson,COW,D,3,9,4,3,4,4,4,3,1,12,1,3,2,3,4
Rob Ramage,COW,D,55,9,4,3,2,4,4,4,0,6,4,5,5,2,4
Dale Hawerchuk,DWB,F,10,6,5,4,4,3,4,2,1,12,5,3,2,3,1
Mats Naslund,DWB,F,26,3,5,5,3,3,4,3,1,11,4,4,3,3,1
Hakan Loob,DWB,F,12,5,5,5,4,3,3,1,0,12,3,4,0,4,0
Dave Gagner,DWB,F,15,6,5,4,4,3,4,2,1,9,4,3,2,4,4
Brian MacLellan,DWB,F,27,9,4,3,4,3,5,2,0,6,5,2,3,4,3
Lucien DeBlois,DWB,F,23,7,5,4,3,2,3,2,0,9,3,3,5,3,3
Glen Wesley,DWB,D,26,8,5,4,4,4,4,3,1,9,2,5,4,4,2
Greg Hawgood,DWB,D,38,7,5,3,3,4,4,2,1,9,5,3,1,3,3
Tommy Albelin,DWB,D,26,7,5,3,3,4,4,2,1,9,4,4,3,3,2
Doug Lidster,DWB,D,3,9,5,4,2,4,4,4,0,6,3,3,1,2,2
Denis Savard,ETI,F,18,4,4,5,4,3,4,1,0,12,3,4,0,4,2
Gary Leeman,ETI,F,11,5,3,4,4,4,3,2,0,9,5,4,2,4,2
Patrik Sundstrom,ETI,F,17,8,5,4,4,2,3,2,1,12,3,4,0,4,0
Claude Lemieux,ETI,F,32,11,4,4,4,3,4,3,0,9,2,3,3,3,4
Ulf Dahlen,ETI,F,9,8,3,4,4,3,3,2,1,9,3,4,3,3,0
Phil Bourque,ETI,F,29,7,3,5,3,3,3,2,1,12,2,3,3,3,4
Terry Carkner,ETI,D,29,10,4,4,3,4,4,3,1,12,3,3,0,2,4
Randy Carlyle,ETI,D,8,8,4,3,3,5,4,3,1,9,4,4,0,3,4
Mark Howe,ETI,D,2,6,4,3,4,5,4,3,1,6,3,4,0,3,1
Al Iafrate,ETI,D,33,11,5,4,2,4,5,4,1,9,2,3,4,2,4
Wayne Gretzky,GRA,F,99,6,5,5,6,3,4,1,1,15,5,6,0,5,0
Mark Messier,GRA,F,11,9,4,4,4,3,4,3,1,12,4,4,2,4,3
Ed Olczyk,GRA,F,17,9,5,4,3,4,4,3,1,12,3,3,4,5,2
Paul MacLean,GRA,F,15,8,5,4,4,3,2,2,0,9,4,4,2,4,2
Dave Christian,GRA,F,27,4,4,4,3,3,4,3,0,9,4,4,2,4,2
Pat Verbeek,GRA,F,16,7,4,4,3,2,3,4,0,6,4,4,2,4,4
Paul Coffey,GRA,D,77,7,5,5,5,5,5,2,1,15,5,5,3,4,0
Petr Svoboda,GRA,D,25,5,3,4,3,4,3,3,1,12,3,4,0,4,3
James Patrick,GRA,D,3,9,4,4,2,4,4,4,0,12,2,5,2,3,3
Ron Greschner,GRA,D,4,7,4,4,1,4,3,4,1,12,2,3,2,2,2
Dan Quinn,HFX,F,10,5,5,4,4,3,4,2,1,12,4,4,3,4,2
Bob Probert,HFX,F,24,11,4,3,3,3,3,4,1,12,3,4,4,4,5
Tony Tanti,HFX,F,9,5,5,4,3,3,4,3,1,9,3,3,4,2,4
Joel Otto,HFX,F,29,10,4,3,4,2,2,5,0,9,4,3,4,2,5
Michal Pivonka,HFX,F,20,8,3,3,4,3,3,3,1,9,2,3,0,4,3
Joey Kocur,HFX,F,26,8,4,2,3,3,2,3,0,12,3,2,4,3,4
Paul Reinhart,HFX,D,23,8,4,4,3,5,4,4,1,12,2,3,2,4,2
Dave Manson,HFX,D,3,9,3,4,4,4,4,4,1,12,3,3,5,3,4
Brad Marsh,HFX,D,4,10,3,3,2,4,3,4,1,12,2,4,2,4,4
Mark Tinordi,HFX,D,24,9,1,3,2,4,4,4,1,9,2,4,2,2,4
Rob Brown,HOT,F,44,6,4,4,5,4,4,3,1,12,5,2,0,3,4
Esa Tikkanen,HOT,F,10,7,4,4,4,2,4,3,1,12,3,5,1,3,4
Adam Oates,HOT,F,21,7,4,4,4,3,3,3,0,12,2,4,0,5,1
Cliff Ronning,HOT,F,7,5,4,5,3,3,3,2,1,9,3,4,1,4,1
Benoit Hogue,HOT,F,33,7,4,5,3,2,3,2,1,9,4,2,1,4,3
Russ Courtnall,HOT,F,6,6,3,5,3,2,3,2,0,9,5,2,4,3,2
Steve Duchesne,HOT,D,28,8,5,4,4,5,4,3,1,12,4,5,1,3,2
Scott Stevens,HOT,D,3,8,5,4,3,5,3,5,1,12,3,4,0,2,3
Jamie Macoun,HOT,D,34,7,4,3,2,5,4,4,1,9,2,4,4,4,2
Mark Hardy,HOT,D,14,6,3,4,2,5,3,3,1,9,3,4,2,3,4
John MacLean,HSW,F,15,9,4,4,4,2,4,4,0,12,4,3,4,3,4
Tim Kerr,HSW,F,12,11,4,3,4,3,4,3,0,15,3,3,4,5,5
Marcel Dionne,HSW,F,32,7,4,3,5,2,3,2,0,15,3,2,4,2,3
Neal Broten,HSW,F,7,4,3,4,5,2,3,2,1,12,3,2,3,4,1
Mike Bullard,HSW,F,10,6,4,3,3,4,4,4,1,9,2,5,0,3,2
Sylvain Turgeon,HSW,F,16,9,3,4,4,3,4,2,1,9,2,3,5,3,3
Larry Murphy,HSW,D,8,9,4,5,3,4,4,3,1,9,3,3,2,2,1
Willie Huber,HSW,D,3,8,5,4,3,3,4,4,0,9,2,3,3,3,3
Robert Picard,HSW,D,24,8,3,4,2,4,4,3,1,12,2,4,2,3,4
Mario Marois,HSW,D,44,6,4,4,2,4,4,4,0,6,3,2,2,4,4
Tomas Sandstrom,NCJ,F,28,9,5,5,4,2,4,2,1,9,4,5,2,3,3
Dino Ciccarelli,NCJ,F,22,5,4,4,5,3,4,3,0,6,4,4,3,3,4
Craig Janney,NCJ,F,27,7,5,4,3,4,3,2,0,9,4,3,4,3,1
Petr Klima,NCJ,F,85,7,4,5,3,2,4,1,0,9,4,3,5,3,3
Stewart Gavin,NCJ,F,12,5,4,5,3,2,3,2,1,6,3,3,5,4,3
David Maley,NCJ,F,8,8,5,2,3,2,5,3,1,6,5,1,4,2,4
Phil Housley,NCJ,D,6,6,5,4,3,5,5,2,1,12,5,4,0,4,1
Ray Bourque,NCJ,D,77,10,5,4,2,5,5,3,1,12,3,5,2,4,2
Gord Kluzak,NCJ,D,8,8,4,4,4,3,4,2,1,6,4,4,1,3,2
Garry Galley,NCJ,D,32,4,2,4,2,3,4,4,1,12,1,4,1,3,2
Jimmy Carson,NIU,F,12,9,3,4,4,4,3,2,0,15,5,3,2,4,1
Thomas Steen,NIU,F,25,7,4,3,4,4,4,2,1,12,4,4,0,5,2
Joe Nieuwendyk,NIU,F,25,8,4,4,4,3,4,3,1,12,3,4,3,3,2
Brian Bellows,NIU,F,18,6,4,5,4,3,3,2,0,9,4,2,3,2,4
Brendan Shanahan,NIU,F,11,10,4,3,4,3,4,2,0,9,4,3,2,4,4
Joe Murphy,NIU,F,10,7,2,4,3,2,4,3,1,9,2,3,2,2,3
Gary Suter,NIU,D,20,7,5,4,3,4,4,3,1,12,3,4,2,5,3
Steve Smith,NIU,D,5,11,3,4,3,4,3,3,1,9,2,4,4,4,5
Craig Ludwig,NIU,D,17,12,4,3,3,5,3,3,1,9,2,3,4,3,4
Craig Hartsburg,NIU,D,28,9,4,3,2,3,3,4,0,12,2,5,2,3,3
Kevin Dineen,PAP,F,11,7,4,4,4,3,4,2,0,12,5,4,5,3,4
Ray Ferraro,PAP,F,26,6,4,3,4,3,4,2,1,15,3,4,3,4,3
Dirk Graham,PAP,F,33,8,4,3,4,4,3,4,0,12,3,4,5,2,4
Craig Janney,PAP,F,25,7,5,3,4,3,3,2,1,9,4,4,0,4,0
Brian Bellows,PAP,F,23,8,3,4,4,3,4,2,0,9,4,3,2,3,2
Brian Bradley,PAP,F,10,4,4,3,4,3,4,3,0,6,4,4,2,3,3
Charlie Huddy,PAP,D,22,8,3,3,3,5,3,3,1,12,4,5,0,2,4
Norm Maciver,PAP,D,34,6,4,3,5,4,4,2,1,6,3,4,1,3,3
Brad McCrimmon,PAP,D,4,8,4,3,3,3,3,4,1,9,4,2,1,3,3
Jyrki Lumme,PAP,D,20,7,2,3,2,4,2,3,1,9,1,4,1,4,2
Mario Lemieux,PHI,F,66,10,5,5,5,5,5,2,0,15,6,5,0,6,2
Ron Francis,PHI,F,10,9,4,4,3,2,4,4,1,9,5,4,0,4,2
Cam Neely,PHI,F,8,10,4,3,4,4,4,3,0,9,4,4,3,4,4
Brian Mullen,PHI,F,19,5,4,4,3,1,5,2,1,12,4,5,3,5,3
Tom Fergus,PHI,F,28,7,4,4,4,2,4,3,1,10,3,3,4,3,2
Troy Murray,PHI,F,19,7,3,4,3,3,3,4,0,9,4,3,2,3,4
Doug Wilson,PHI,D,24,6,4,4,3,5,5,3,1,9,5,3,3,4,2
Fredrik Olausson,PHI,D,4,9,4,4,4,4,4,2,0,12,4,4,1,4,1
Bruce Driver,PHI,D,23,6,3,4,3,4,4,3,1,15,3,5,2,3,2
Ulf Samuelsson,PHI,D,5,8,3,4,2,4,3,4,1,12,3,4,1,3,5
Joe Mullen,SBT,F,7,6,5,4,4,4,4,2,0,12,5,4,2,4,0
Brett Hull,SBT,F,16,7,4,4,4,2,5,3,0,9,5,4,5,4,3
Dale Hunter,SBT,F,32,8,4,2,3,5,3,5,1,9,4,4,0,1,4
Shawn Burr,SBT,F,11,6,3,3,4,3,3,4,1,9,4,3,1,2,3
Mark Osborne,SBT,F,12,9,4,3,5,4,3,3,1,9,2,3,4,1,3
Kevin Stevens,SBT,F,25,11,3,4,3,2,3,3,1,9,2,3,3,4,4
Jeff Brown,SBT,D,22,9,4,4,3,5,5,3,0,12,4,4,1,4,2
Lee Norwood,SBT,D,23,8,3,3,3,4,2,4,1,12,3,2,5,3,4
Bob Rouse,SBT,D,8,8,3,3,2,4,4,4,0,9,4,4,1,3,3
David Shaw,SBT,D,21,9,4,2,3,4,3,4,0,9,4,3,5,2,3
Steve Yzerman,QQB,F,19,6,5,5,5,4,5,1,0,12,5,5,1,6,2
Bengt Gustafsson,QQB,F,16,6,4,4,4,2,3,3,1,9,5,3,3,4,5
Stephane Richer,QQB,F,44,9,5,4,4,3,5,2,0,9,2,4,4,3,2
Gary Roberts,QQB,F,10,7,3,3,4,3,3,4,1,6,4,4,1,2,3
Murray Craven,QQB,F,32,6,4,3,4,3,3,3,1,6,3,4,0,4,1
Wendel Clark,QQB,F,17,8,3,3,3,2,5,3,1,9,2,4,4,3,4
Brian Leetch,QQB,D,2,6,6,3,4,5,4,2,1,15,2,5,2,5,2
Michel Petit,QQB,D,24,9,4,3,3,5,5,3,0,12,2,2,3,2,3
Calle Johansson,QQB,D,6,9,4,3,2,4,4,3,1,12,2,5,1,3,2
Joe Cirella,QQB,D,2,10,4,3,2,5,3,4,0,6,3,5,5,4,5
Glenn Anderson,THC,F,9,4,3,4,4,3,4,2,1,12,3,5,1,3,3
Petri Skriko,THC,F,23,4,3,5,4,3,5,3,1,9,2,4,2,3,3
Shayne Corson,THC,F,27,9,4,4,3,4,3,4,1,9,2,4,4,2,4
Steve Thomas,THC,F,32,6,4,4,3,2,3,3,1,9,3,4,2,4,3
Randy Wood,THC,F,11,8,3,5,3,3,3,2,1,6,4,3,4,2,3
Paul Ranheim,THC,F,26,6,2,4,2,2,3,2,0,6,1,4,4,2,2
Reijo Ruotsalainen,THC,D,29,4,4,4,2,5,4,5,0,9,4,4,2,4,3
Peter Andersson,THC,D,31,7,4,4,2,2,3,4,1,12,4,3,1,3,3
Doug Crossman,THC,D,4,7,4,3,4,3,2,3,1,12,3,2,0,3,2
Marty McSorley,THC,D,33,14,3,3,2,3,4,5,0,12,3,5,4,2,6
Brian Propp,VFM,F,26,6,4,4,4,3,4,3,1,6,4,5,4,5,3
Vincent Damphousse,VFM,F,25,6,4,4,4,3,4,1,1,12,3,4,2,4,3
Christian Ruuttu,VFM,F,21,8,4,4,4,3,3,1,1,12,3,4,2,4,3
Trevor Linden,VFM,F,16,9,3,4,4,3,4,2,0,12,3,4,3,3,2
Brian Benning,VFM,F,2,8,4,3,3,4,5,4,1,9,3,3,2,3,4
Barry Pederson,VFM,F,10,6,4,4,3,2,3,3,0,9,4,3,2,5,2
Chris Chelios,VFM,D,24,7,5,4,3,5,5,3,0,12,4,4,2,4,4
Garry Galley,VFM,D,28,7,4,3,3,4,3,3,1,12,2,3,2,5,3
Todd Gill,VFM,D,23,6,4,3,3,4,3,4,1,9,3,4,1,2,3
Kevin Lowe,VFM,D,4,7,3,4,2,4,4,3,1,9,3,5,1,4,3
Craig Simpson,WIC,F,18,8,4,3,5,4,4,2,0,9,4,4,1,3,2
Brent Ashton,WIC,F,7,10,4,3,3,4,3,3,1,12,4,3,4,4,3
David Volek,WIC,F,25,6,5,4,4,2,2,1,1,15,2,4,5,4,2
Derek King,WIC,F,27,9,3,2,4,3,4,1,1,12,5,4,2,3,2
Mike Keane,WIC,F,12,5,3,4,4,3,2,4,0,6,3,3,0,3,3
Kevin Miller,WIC,F,26,7,4,3,2,3,3,3,0,9,2,4,3,2,3
Robert Nordmark,WIC,D,6,10,3,2,4,4,2,4,0,12,4,4,5,3,3
Gerald Diduck,WIC,D,4,10,4,3,3,4,4,4,0,12,2,3,4,2,4
Larry Robinson,WIC,D,19,10,3,3,3,4,4,3,1,9,4,4,1,4,3
Randy Moller,WIC,D,21,8,2,3,3,5,3,5,0,6,4,4,0,4,5
