Name,Team,Pos,JNo,Wgt,Agl,Spd,OfA,DfA,ShP,ChK,H/F,StH,ShA,End,Rgh,Pas,Agr
Arturs Irbe,ANA,G,32,5,4,3,4,5,3,0,1,0,0,4,5,4,5
Fred Brathwaite,ANA,G,31,5,3,3,2,3,4,0,1,0,0,3,4,3,3
Blaine Lacher,AUT,G,31,8,4,4,4,4,4,0,1,0,0,4,5,4,5
Kay Whitmore,AUT,G,35,5,3,3,4,5,4,0,1,0,0,4,4,4,4
Sean Burke,BRT,G,1,10,5,3,4,3,3,0,1,0,0,6,5,5,5
Olaf Kolzig,BRT,G,37,8,3,2,2,3,3,0,1,0,0,4,5,4,4
Chris Terreri,CHC,G,31,2,4,4,4,4,4,0,1,0,0,5,4,5,4
Mark Fitzpatrik,CHC,G,30,7,3,3,2,3,5,0,1,0,0,4,5,4,4
Patrick Roy,DIN,G,33,6,6,4,4,5,5,0,1,0,0,6,5,6,6
Jamie McLennan,DIN,G,29,7,4,4,2,3,3,0,1,0,0,4,4,4,3
Felix Potvin,GRH,G,29,6,5,3,3,6,4,0,1,0,0,5,5,5,5
Craig Billington,GRH,G,1,4,3,4,2,2,1,0,0,0,0,2,3,2,3
Kirk McLean,HFX,G,1,6,5,4,4,4,4,0,1,0,0,5,5,5,4
Mikhail Shtalenkov,HFX,G,35,6,3,2,2,4,4,0,1,0,0,3,3,2,3
Mike Richter,HIG,G,35,7,6,3,3,4,3,0,1,0,0,5,6,6,6
Tommy Soderstrom,HIG,G,30,3,3,2,3,4,4,0,1,0,0,4,4,4,4
Chris Osgood,ITA,G,30,3,4,3,3,4,4,0,1,0,0,4,4,5,4
Damian Rhodes,ITA,G,1,5,3,3,2,3,5,0,1,0,0,4,4,4,4
Martin Brodeur,KOL,G,30,7,5,3,3,4,4,0,0,0,0,5,5,5,5
Wade Flaherty,KOL,G,31,4,3,3,3,2,3,0,1,0,0,3,2,3,3
Martin Brodeur,NBK,G,30,7,5,3,3,4,4,0,0,0,0,6,5,5,5
Tim Cheveldae,NBK,G,29,6,4,4,4,4,4,0,1,0,0,3,3,3,3
Mike Vernon,MGG,G,29,4,4,4,4,4,4,0,1,0,0,5,5,6,5
Robb Stauber,MGG,G,35,6,2,3,4,5,4,0,1,0,0,4,4,4,4
Kelly Hrudey,MUL,G,32,6,5,2,4,4,4,0,1,0,0,4,3,4,4
Guy Hebert,MUL,G,31,6,4,3,2,5,3,0,1,0,0,3,3,3,3
Dominik Hasek,ORL,G,39,4,6,4,4,5,4,0,1,0,0,6,6,6,6
Trevor Kidd,ORL,G,37,3,4,4,3,4,3,0,1,0,0,5,5,4,4
Curtis Joseph,PEN,G,31,6,5,4,5,6,4,0,0,0,0,5,4,4,4
Glenn Healy,PEN,G,30,5,3,3,5,5,4,0,1,0,0,3,3,3,3
Jim Carey,PIT,G,30,6,5,4,3,4,4,0,1,0,0,5,5,6,5
Dominic Roussel,PIT,G,33,6,3,3,3,4,4,0,1,0,0,4,4,4,3
Ed Belfour,REN,G,30,6,6,4,5,6,5,0,1,0,0,5,5,6,5
Byron Dafoe,REN,G,33,6,1,2,2,2,2,0,0,0,0,2,2,1,1
Jon Casey,RIC,G,30,2,4,3,3,4,3,0,0,0,0,5,4,5,4
Rick Tabaracci,RIC,G,31,6,4,3,2,3,4,0,1,0,0,1,2,3,2
Bill Ranford,SV,G,30,4,5,3,4,4,5,0,0,0,0,5,5,5,5
Stephane Fiset,SV,G,35,5,4,3,3,4,4,0,1,0,0,4,4,4,3
Ron Hextall,SUM,G,27,7,4,4,4,5,3,0,1,0,0,4,4,3,3
Andy Moog,SUM,G,35,4,4,4,4,3,4,0,1,0,0,4,4,3,3
John Vanbiesbrk,SUN,G,34,5,4,3,4,5,4,0,1,0,0,5,5,5,5
Don Beaupre,SUN,G,31,4,4,4,4,4,3,0,1,0,0,4,4,4,4
Darcy Wakaluk,SHC,G,34,6,4,4,3,4,3,0,1,0,0,4,4,4,4
Bob Essensa,SHC,G,35,3,3,4,4,3,3,0,0,0,0,3,3,3,3
Daren Puppa,TAI,G,93,9,4,3,4,5,4,0,0,0,0,5,5,5,4
Ron Tugnutt,TAI,G,1,2,3,4,3,4,3,0,1,0,0,4,4,4,3
Tom Barrasso,TB,G,35,10,4,4,5,5,4,0,0,0,0,5,5,5,4
Jeff Hackett,TB,G,31,5,4,3,1,3,3,0,1,0,0,3,3,3,3
