Name,Team,Pos,JNo,Wgt,Agl,Spd,OfA,DfA,ShP,ChK,H/F,StH,ShA,End,Rgh,Pas,Agr
Valeri Kamensky,ANA,F,13,8,4,4,4,2,5,2,6,12,4,7,4,5,1
Tomas Sandstrom,ANA,F,17,9,4,4,5,3,6,2,7,7,3,8,1,3,3
Benoit Hogue,ANA,F,28,7,4,6,4,3,3,1,5,10,4,7,5,4,1
John MacLean,ANA,F,15,9,3,3,5,4,4,3,2,7,3,9,2,2,3
Rick Tocchet,ANA,F,92,9,3,3,4,3,4,4,6,7,4,9,3,3,11
Jason Dawe,ANA,F,43,8,3,4,3,2,3,2,3,7,3,13,2,3,7
Phil Housley,ANA,D,6,6,5,5,5,3,3,2,7,12,3,4,5,5,1
Dave Manson,ANA,D,3,9,4,4,3,2,5,4,5,4,2,12,3,3,11
Fredrik Olausson,ANA,D,15,9,4,4,4,3,4,1,6,7,2,11,5,4,1
Boris Mironov,ANA,D,2,7,4,3,3,2,2,1,4,7,2,15,5,3,4
Theoren Fleury,AUT,F,14,3,5,5,4,4,4,4,4,12,4,4,3,4,4
Brendan Shanahan,AUT,F,19,10,3,4,5,4,5,4,4,7,5,5,2,4,6
Geoff Sanderson,AUT,F,8,6,5,5,4,3,4,2,3,7,4,7,2,3,2
Rob Niedrmayer,AUT,F,44,9,4,5,3,2,3,2,7,7,3,10,2,2,2
Derek Plante,AUT,F,26,4,4,4,4,3,3,2,5,10,3,8,5,4,1
Glenn Anderson,AUT,F,9,7,4,4,4,3,3,2,5,7,3,10,3,3,3
Brian Leetch,AUT,D,2,6,6,4,5,4,3,2,3,13,2,5,4,5,1
Vladimir Konstantov,AUT,D,16,6,4,4,2,4,3,4,2,7,1,12,4,3,3
Keith Carney,AUT,D,4,9,3,3,2,2,3,3,5,4,3,13,2,2,1
Lyle Odelein,AUT,D,24,9,4,2,2,3,3,4,2,4,2,15,2,3,10
Mark Messier,BRT,F,11,9,5,4,5,4,3,4,5,13,3,5,4,5,5
Mats Sundin,BRT,F,13,7,4,5,5,4,5,1,4,13,5,4,5,5,1
Jason Arnott,BRT,F,7,8,4,4,4,3,4,3,4,7,4,7,3,4,8
Chris Gratton,BRT,F,77,9,2,3,3,3,4,4,1,7,2,13,4,4,9
Mike Peca,BRT,F,33,5,3,3,3,2,3,2,6,7,3,15,2,3,1
Pat Verbeek,BRT,F,17,7,3,4,4,3,4,3,0,7,4,8,2,4,4
Scott Stevens,BRT,D,4,11,4,4,3,5,4,5,3,7,4,6,4,4,10
Igor Kravchuk,BRT,D,21,9,5,3,3,3,4,3,7,7,2,12,3,3,1
Bryan Marchment,BRT,D,24,8,3,3,2,5,2,4,9,4,1,15,4,2,6
Paul Cavallini,BRT,D,14,10,3,3,2,4,3,3,5,7,2,14,1,3,8
Robert Kron,CHC,F,18,5,3,5,3,4,3,2,7,7,3,11,2,3,1
Pierre Turgeon,CHC,F,77,9,4,5,5,3,4,0,9,9,5,5,1,4,0
Jeremy Roenick,CHC,F,27,4,5,5,5,4,5,4,4,10,4,5,3,5,6
Nikolai Borshevsky,CHC,F,16,6,4,4,4,2,3,2,7,7,3,10,3,4,1
Greg Adams,CHC,F,23,7,4,4,4,3,3,2,7,7,3,10,2,3,1
Michal Pivonka,CHC,F,20,8,3,4,4,4,3,2,7,7,3,9,5,5,2
Chris Chelios,CHC,D,7,7,4,4,4,6,5,4,6,10,2,5,5,4,10
Scott Lachance,CHC,D,11,8,3,4,3,4,3,3,7,7,2,13,5,4,1
Marty McSorley,CHC,D,33,12,2,2,2,3,3,4,4,4,4,15,2,3,11
Bruce Driver,CHC,D,43,6,4,3,3,4,2,3,5,7,2,13,3,3,2
Cam Neely,DIN,F,8,10,3,4,6,4,5,4,10,10,5,4,2,4,5
Luc Robitaille,DIN,F,20,7,4,5,5,3,5,2,3,7,6,5,2,4,1
Mikael Renberg,DIN,F,19,7,4,4,5,3,4,4,3,10,5,5,4,4,2
Jari Kurri,DIN,F,17,8,4,3,4,3,4,2,6,10,3,9,4,4,1
Jesse Belanger,DIN,F,26,5,3,4,4,3,3,2,6,10,4,8,2,4,1
Brian Noonan,DIN,F,16,7,3,3,4,4,4,3,4,7,4,9,4,3,3
Larry Murphy,DIN,D,55,10,4,3,5,5,4,3,2,7,3,6,5,5,1
Bob Beers,DIN,D,2,8,3,3,4,2,3,3,6,11,4,6,5,4,2
Bobby Dollas,DIN,D,2,10,3,2,3,4,4,3,3,8,4,6,4,4,1
Jeff Beukeboom,DIN,D,23,11,2,2,2,4,3,5,2,9,4,6,3,3,10
Mark Recchi,GRH,F,8,6,5,5,5,3,4,2,3,10,5,4,3,4,2
Dale Hawerchuk,GRH,F,10,6,6,5,5,4,4,2,7,10,3,4,5,5,1
Brian Bellows,GRH,F,23,8,4,4,4,2,5,2,6,7,4,10,2,3,1
Adam Graves,GRH,F,9,9,4,4,4,3,3,5,1,7,3,7,2,3,6
Donald Audette,GRH,F,28,5,4,4,4,3,4,2,4,7,4,8,1,3,2
Denis Savard,GRH,F,18,5,5,3,4,2,3,1,4,10,3,10,6,4,1
James Patrick,GRH,D,6,9,5,4,3,4,3,3,6,9,2,3,2,4,2
Jiri Slegr,GRH,D,28,9,4,4,3,3,2,2,3,7,1,14,4,3,3
Adam Foote,GRH,D,52,8,4,3,3,3,2,3,8,7,1,14,4,3,4
Luke Richardson,GRH,D,22,11,3,3,2,4,2,4,7,4,0,15,3,2,10
Adam Oates,HFX,F,12,7,5,5,6,5,3,3,4,13,4,5,6,6,1
Steve Larmer,HFX,F,28,7,4,5,4,6,4,4,1,7,4,5,3,4,2
Sergei Fedorov,HFX,F,91,7,6,6,5,5,5,2,3,15,5,5,4,5,1
Andrei Kovalenko,HFX,F,51,3,3,4,4,3,3,3,7,10,4,8,3,3,1
Markus Naslund,HFX,F,29,6,4,3,2,2,2,2,5,7,4,12,4,3,1
Guy Carbonneau,HFX,F,21,6,4,2,2,4,2,4,6,7,2,13,3,4,1
Chris Pronger,HFX,D,44,7,3,4,4,3,3,3,3,7,3,11,3,3,8
Patrice Brisebois,HFX,D,43,5,4,4,4,3,3,2,8,7,3,11,4,3,3
Norm Maciver,HFX,D,22,6,3,3,4,2,3,2,7,7,2,15,5,3,1
Chris Therien,HFX,D,6,11,3,3,3,3,2,2,5,4,3,14,4,3,1
Wendel Clark,HIG,F,17,8,3,4,4,3,6,4,11,7,4,8,2,4,11
Stephane Richer,HIG,F,44,9,4,5,4,3,5,2,10,12,4,5,4,3,2
Brett Hull,HIG,F,16,9,4,5,5,2,6,2,2,7,5,6,2,4,1
Jason Allison,HIG,F,41,8,3,3,3,1,3,2,2,7,3,15,3,3,1
Sergei Nemchinov,HIG,F,13,6,4,3,3,5,3,4,13,6,4,8,2,3,2
Kevin Miller,HIG,F,8,7,4,4,3,4,3,2,4,7,3,11,3,3,1
Gord Murphy,HIG,D,5,8,5,4,3,2,4,2,2,7,3,10,4,4,7
Gary Suter,HIG,D,6,7,5,5,4,4,4,4,7,10,2,5,2,4,4
Alexei Kasatonov,HIG,D,6,9,4,3,2,3,3,3,3,7,2,14,5,3,1
Uwe Krupp,HIG,D,4,12,3,2,3,3,4,3,6,7,2,15,1,3,2
Alexander Daigle,ITA,F,91,5,4,5,3,1,4,2,1,10,3,11,4,4,1
