Name,Team,Pos,JNo,Wgt,Agl,Spd,OfA,DfA,ShP,ChK,H/F,StH,ShA,End,Rgh,Pas,Agr
Pasi Nurminen,AHC,G,31,6,4,5,4,4,4,0,1,0,0,5,5,5,5
Patrick Lalime,AHC,G,40,6,4,5,2,4,4,0,0,0,0,4,3,4,4
Evgeni Nabokov,AUT,G,20,7,4,3,0,4,4,0,1,0,0,5,5,5,5
Robert Esche,AUT,G,42,9,4,4,4,4,4,0,0,0,0,4,4,4,4
Jose Theodore,BAY,G,60,5,5,6,4,5,5,0,0,0,0,6,6,6,6
Jamie McLennan,BAY,G,33,6,4,4,2,3,4,0,1,0,0,4,4,4,4
Dan Cloutier,DIN,G,39,7,5,6,3,4,5,0,0,0,0,4,4,4,4
Garth Snow,DIN,G,30,8,4,4,3,3,4,0,0,0,0,4,4,4,4
Chris Osgood,HAM,G,30,4,4,5,2,4,4,0,0,0,0,5,5,5,5
Fred Brathwaite,HAM,G,40,8,4,3,2,2,4,0,0,0,0,3,4,3,4
Sean Burke,HIG,G,1,9,5,3,3,5,4,0,1,0,0,5,5,5,5
Jean-Francois Labbe,HIG,G,35,4,3,3,2,2,3,0,0,0,0,2,2,2,2
Marty Turco,HOT,G,35,5,5,4,3,6,5,0,1,0,0,5,5,5,5
Jean-Sebastien Aubin,HOT,G,30,6,4,5,3,3,4,0,0,0,0,3,3,3,3
Miikka Kiprusoff,IFV,G,37,6,5,5,3,3,4,0,0,0,0,4,4,4,4
Mike Dunham,IFV,G,1,6,4,4,3,3,4,0,1,0,0,4,4,4,4
Felix Potvin,ITA,G,39,6,5,5,2,3,4,0,0,0,0,4,5,4,4
Michael Leighton,ITA,G,30,5,4,5,0,2,4,0,1,0,0,5,3,3,5
Roberto Luongo,KVK,G,1,7,4,4,0,5,5,0,1,0,0,4,4,4,4
Kevin Weekes,KVK,G,80,7,4,3,3,3,4,0,1,0,0,4,4,4,4
Roman Turek,MHA,G,1,10,5,5,3,4,5,0,0,0,0,4,4,4,4
Marc Denis,MHA,G,30,6,5,4,0,1,3,0,1,0,0,4,3,3,4
Craig Anderson,MHT,G,31,5,6,5,0,2,1,0,1,0,0,4,2,2,4
Steve Shields,MHT,G,31,11,4,5,2,2,4,0,0,0,0,4,4,4,4
Roman Cechmanek,MGG,G,32,6,5,5,5,4,5,0,0,0,0,5,5,5,5
John Grahame,MGG,G,47,10,4,3,2,2,4,0,0,0,0,3,3,3,3
Martin Brodeur,NBK,G,30,9,4,5,3,6,6,0,0,0,0,6,6,5,5
Steve Passmore,NBK,G,29,3,4,4,2,2,3,0,1,0,0,2,3,3,2
Dominik Hasek,OCW,G,39,4,5,5,3,6,5,0,0,0,0,5,5,5,5
Ray Emery,OCW,G,1,7,4,5,0,2,2,0,1,0,0,4,3,3,4
